ID,none,disgust,like,happiness,sadness,surprise,anger,fear
7145,1,0,0,0,0,0,0,0
7146,1,0,0,0,0,0,0,0
7147,1,0,0,0,0,0,0,0
7148,0,0,1,0,0,0,0,0
7149,0,0,0,1,0,0,0,0
7150,0,0,0,1,0,0,0,0
7151,1,0,0,0,0,0,0,0
7152,1,0,0,0,0,0,0,0
7153,0,1,0,0,0,0,0,0
7154,0,0,0,1,0,0,0,0
7155,0,0,0,0,1,0,0,0
7156,0,1,0,0,0,0,0,0
7157,0,0,0,0,1,0,0,0
7158,0,0,0,0,0,0,1,0
7159,0,0,0,1,0,0,0,0
7160,0,0,1,0,0,0,0,0
7161,1,0,0,0,0,0,0,0
7162,0,0,1,0,0,0,0,0
7163,1,0,0,0,0,0,0,0
7164,1,0,0,0,0,0,0,0
7165,1,0,0,0,0,0,0,0
7166,1,0,0,0,0,0,0,0
7167,1,0,0,0,0,0,0,0
7168,1,0,0,0,0,0,0,0
7169,0,0,0,0,1,0,0,0
7170,0,0,1,0,0,0,0,0
7171,1,0,0,0,0,0,0,0
7172,0,0,1,0,0,0,0,0
7173,0,0,0,1,0,0,0,0
7174,1,0,0,0,0,0,0,0
7175,1,0,0,0,0,0,0,0
7176,0,0,1,0,0,0,0,0
7177,1,0,0,0,0,0,0,0
7178,1,0,0,0,0,0,0,0
7179,0,0,0,0,0,0,1,0
7180,0,0,0,0,0,0,1,0
7181,1,0,0,0,0,0,0,0
7182,0,0,0,1,0,0,0,0
7183,1,0,0,0,0,0,0,0
7184,0,0,0,1,0,0,0,0
7185,0,0,1,0,0,0,0,0
7186,1,0,0,0,0,0,0,0
7187,0,0,1,0,0,0,0,0
7188,0,0,0,1,0,0,0,0
7189,1,0,0,0,0,0,0,0
7190,1,0,0,0,0,0,0,0
7191,0,0,0,0,1,0,0,0
7192,1,0,0,0,0,0,0,0
7193,0,0,0,1,0,0,0,0
7194,0,0,1,0,0,0,0,0
7195,0,0,0,0,1,0,0,0
7196,1,0,0,0,0,0,0,0
7197,1,0,0,0,0,0,0,0
7198,1,0,0,0,0,0,0,0
7199,0,0,1,0,0,0,0,0
7200,0,0,1,0,0,0,0,0
7201,1,0,0,0,0,0,0,0
7202,1,0,0,0,0,0,0,0
7203,1,0,0,0,0,0,0,0
7204,0,0,0,0,1,0,0,0
7205,1,0,0,0,0,0,0,0
7206,0,1,0,0,0,0,0,0
7207,1,0,0,0,0,0,0,0
7208,1,0,0,0,0,0,0,0
7209,1,0,0,0,0,0,0,0
7210,0,0,0,0,1,0,0,0
7211,1,0,0,0,0,0,0,0
7212,1,0,0,0,0,0,0,0
7213,1,0,0,0,0,0,0,0
7214,0,0,1,0,0,0,0,0
7215,1,0,0,0,0,0,0,0
7216,1,0,0,0,0,0,0,0
7217,0,0,0,1,0,0,0,0
7218,0,0,1,0,0,0,0,0
7219,1,0,0,0,0,0,0,0
7220,1,0,0,0,0,0,0,0
7221,1,0,0,0,0,0,0,0
7222,1,0,0,0,0,0,0,0
7223,1,0,0,0,0,0,0,0
7224,1,0,0,0,0,0,0,0
7225,1,0,0,0,0,0,0,0
7226,1,0,0,0,0,0,0,0
7227,1,0,0,0,0,0,0,0
7228,1,0,0,0,0,0,0,0
7229,1,0,0,0,0,0,0,0
7230,1,0,0,0,0,0,0,0
7231,1,0,0,0,0,0,0,0
7232,1,0,0,0,0,0,0,0
7233,0,0,0,0,0,0,1,0
7234,1,0,0,0,0,0,0,0
7235,1,0,0,0,0,0,0,0
7236,0,0,1,0,0,0,0,0
7237,0,1,0,0,0,0,0,0
7238,1,0,0,0,0,0,0,0
7239,1,0,0,0,0,0,0,0
7240,1,0,0,0,0,0,0,0
7241,1,0,0,0,0,0,0,0
7242,1,0,0,0,0,0,0,0
7243,0,0,0,0,1,0,0,0
7244,1,0,0,0,0,0,0,0
7245,1,0,0,0,0,0,0,0
7246,1,0,0,0,0,0,0,0
7247,0,0,1,0,0,0,0,0
7248,1,0,0,0,0,0,0,0
7249,1,0,0,0,0,0,0,0
7250,1,0,0,0,0,0,0,0
7251,1,0,0,0,0,0,0,0
7252,1,0,0,0,0,0,0,0
7253,1,0,0,0,0,0,0,0
7254,1,0,0,0,0,0,0,0
7255,0,0,1,0,0,0,0,0
7256,0,0,0,0,1,0,0,0
7257,1,0,0,0,0,0,0,0
7258,0,0,0,1,0,0,0,0
7259,0,0,0,0,0,0,1,0
7260,0,0,0,1,0,0,0,0
7261,1,0,0,0,0,0,0,0
7262,0,0,1,0,0,0,0,0
7263,0,0,1,0,0,0,0,0
7264,0,0,0,0,0,0,1,0
7265,1,0,0,0,0,0,0,0
7266,1,0,0,0,0,0,0,0
7267,1,0,0,0,0,0,0,0
7268,0,0,0,1,0,0,0,0
7269,0,0,0,0,1,0,0,0
7270,0,0,1,0,0,0,0,0
7271,1,0,0,0,0,0,0,0
7272,1,0,0,0,0,0,0,0
7273,0,0,0,1,0,0,0,0
7274,1,0,0,0,0,0,0,0
7275,1,0,0,0,0,0,0,0
7276,0,0,0,0,0,0,1,0
7277,1,0,0,0,0,0,0,0
7278,1,0,0,0,0,0,0,0
7279,1,0,0,0,0,0,0,0
7280,1,0,0,0,0,0,0,0
7281,1,0,0,0,0,0,0,0
7282,1,0,0,0,0,0,0,0
7283,1,0,0,0,0,0,0,0
7284,0,0,0,1,0,0,0,0
7285,1,0,0,0,0,0,0,0
7286,0,0,0,1,0,0,0,0
7287,0,0,0,1,0,0,0,0
7288,0,0,1,0,0,0,0,0
7289,0,0,0,0,1,0,0,0
7290,1,0,0,0,0,0,0,0
7291,1,0,0,0,0,0,0,0
7292,1,0,0,0,0,0,0,0
7293,0,0,0,1,0,0,0,0
7294,1,0,0,0,0,0,0,0
7295,0,0,0,1,0,0,0,0
7296,1,0,0,0,0,0,0,0
7297,1,0,0,0,0,0,0,0
7298,0,0,0,0,1,0,0,0
7299,0,0,1,0,0,0,0,0
7300,0,0,0,0,1,0,0,0
7301,0,0,1,0,0,0,0,0
7302,1,0,0,0,0,0,0,0
7303,0,0,0,1,0,0,0,0
7304,1,0,0,0,0,0,0,0
7305,0,0,1,0,0,0,0,0
7306,1,0,0,0,0,0,0,0
7307,1,0,0,0,0,0,0,0
7308,1,0,0,0,0,0,0,0
7309,1,0,0,0,0,0,0,0
7310,0,0,0,1,0,0,0,0
7311,1,0,0,0,0,0,0,0
7312,0,0,0,0,0,0,1,0
7313,1,0,0,0,0,0,0,0
7314,1,0,0,0,0,0,0,0
7315,0,0,0,0,1,0,0,0
7316,1,0,0,0,0,0,0,0
7317,1,0,0,0,0,0,0,0
7318,1,0,0,0,0,0,0,0
7319,1,0,0,0,0,0,0,0
7320,1,0,0,0,0,0,0,0
7321,1,0,0,0,0,0,0,0
7322,1,0,0,0,0,0,0,0
7323,0,0,1,0,0,0,0,0
7324,0,1,0,0,0,0,0,0
7325,0,0,0,0,0,0,1,0
7326,1,0,0,0,0,0,0,0
7327,1,0,0,0,0,0,0,0
7328,0,0,0,0,0,0,1,0
7329,1,0,0,0,0,0,0,0
7330,1,0,0,0,0,0,0,0
7331,0,1,0,0,0,0,0,0
7332,1,0,0,0,0,0,0,0
7333,1,0,0,0,0,0,0,0
7334,1,0,0,0,0,0,0,0
7335,0,0,1,0,0,0,0,0
7336,1,0,0,0,0,0,0,0
7337,1,0,0,0,0,0,0,0
7338,1,0,0,0,0,0,0,0
7339,0,0,1,0,0,0,0,0
7340,1,0,0,0,0,0,0,0
7341,1,0,0,0,0,0,0,0
7342,1,0,0,0,0,0,0,0
7343,1,0,0,0,0,0,0,0
7344,1,0,0,0,0,0,0,0
7345,0,0,0,0,0,0,1,0
7346,0,0,0,1,0,0,0,0
7347,0,0,1,0,0,0,0,0
7348,0,0,0,0,1,0,0,0
7349,0,0,0,1,0,0,0,0
7350,0,1,0,0,0,0,0,0
7351,0,0,0,0,1,0,0,0
7352,0,1,0,0,0,0,0,0
7353,1,0,0,0,0,0,0,0
7354,1,0,0,0,0,0,0,0
7355,0,0,0,1,0,0,0,0
7356,0,0,1,0,0,0,0,0
7357,0,1,0,0,0,0,0,0
7358,1,0,0,0,0,0,0,0
7359,1,0,0,0,0,0,0,0
7360,1,0,0,0,0,0,0,0
7361,0,0,0,0,0,0,1,0
7362,0,0,0,1,0,0,0,0
7363,0,0,1,0,0,0,0,0
7364,1,0,0,0,0,0,0,0
7365,1,0,0,0,0,0,0,0
7366,1,0,0,0,0,0,0,0
7367,1,0,0,0,0,0,0,0
7368,1,0,0,0,0,0,0,0
7369,0,0,0,1,0,0,0,0
7370,0,0,0,0,0,0,1,0
7371,1,0,0,0,0,0,0,0
7372,0,0,0,1,0,0,0,0
7373,1,0,0,0,0,0,0,0
7374,0,0,0,1,0,0,0,0
7375,0,0,0,0,1,0,0,0
7376,0,1,0,0,0,0,0,0
7377,1,0,0,0,0,0,0,0
7378,0,0,1,0,0,0,0,0
7379,1,0,0,0,0,0,0,0
7380,0,0,0,0,1,0,0,0
7381,1,0,0,0,0,0,0,0
7382,0,0,0,1,0,0,0,0
7383,0,1,0,0,0,0,0,0
7384,0,0,1,0,0,0,0,0
7385,1,0,0,0,0,0,0,0
7386,1,0,0,0,0,0,0,0
7387,1,0,0,0,0,0,0,0
7388,1,0,0,0,0,0,0,0
7389,0,0,1,0,0,0,0,0
7390,0,0,0,0,1,0,0,0
7391,1,0,0,0,0,0,0,0
7392,1,0,0,0,0,0,0,0
7393,1,0,0,0,0,0,0,0
7394,1,0,0,0,0,0,0,0
7395,0,0,1,0,0,0,0,0
7396,0,0,0,0,0,0,1,0
7397,0,0,1,0,0,0,0,0
7398,0,0,0,0,0,0,1,0
7399,0,0,0,0,1,0,0,0
7400,0,0,0,0,1,0,0,0
7401,0,0,1,0,0,0,0,0
7402,0,0,0,1,0,0,0,0
7403,1,0,0,0,0,0,0,0
7404,1,0,0,0,0,0,0,0
7405,0,0,1,0,0,0,0,0
7406,1,0,0,0,0,0,0,0
7407,1,0,0,0,0,0,0,0
7408,1,0,0,0,0,0,0,0
7409,0,0,0,1,0,0,0,0
7410,0,0,0,0,0,0,1,0
7411,0,0,1,0,0,0,0,0
7412,1,0,0,0,0,0,0,0
7413,0,1,0,0,0,0,0,0
7414,1,0,0,0,0,0,0,0
7415,1,0,0,0,0,0,0,0
7416,1,0,0,0,0,0,0,0
7417,0,0,0,0,1,0,0,0
7418,0,1,0,0,0,0,0,0
7419,0,0,0,1,0,0,0,0
7420,0,0,0,0,0,0,1,0
7421,0,0,0,1,0,0,0,0
7422,1,0,0,0,0,0,0,0
7423,1,0,0,0,0,0,0,0
7424,0,0,0,0,1,0,0,0
7425,1,0,0,0,0,0,0,0
7426,1,0,0,0,0,0,0,0
7427,0,0,0,1,0,0,0,0
7428,0,0,0,1,0,0,0,0
7429,1,0,0,0,0,0,0,0
7430,1,0,0,0,0,0,0,0
7431,1,0,0,0,0,0,0,0
7432,1,0,0,0,0,0,0,0
7433,1,0,0,0,0,0,0,0
7434,1,0,0,0,0,0,0,0
7435,0,0,1,0,0,0,0,0
7436,1,0,0,0,0,0,0,0
7437,1,0,0,0,0,0,0,0
7438,1,0,0,0,0,0,0,0
7439,1,0,0,0,0,0,0,0
7440,1,0,0,0,0,0,0,0
7441,1,0,0,0,0,0,0,0
7442,1,0,0,0,0,0,0,0
7443,0,1,0,0,0,0,0,0
7444,1,0,0,0,0,0,0,0
7445,1,0,0,0,0,0,0,0
7446,1,0,0,0,0,0,0,0
7447,1,0,0,0,0,0,0,0
7448,0,1,0,0,0,0,0,0
7449,0,0,1,0,0,0,0,0
7450,1,0,0,0,0,0,0,0
7451,1,0,0,0,0,0,0,0
7452,1,0,0,0,0,0,0,0
7453,1,0,0,0,0,0,0,0
7454,0,0,0,0,1,0,0,0
7455,0,0,0,0,1,0,0,0
7456,1,0,0,0,0,0,0,0
7457,1,0,0,0,0,0,0,0
7458,1,0,0,0,0,0,0,0
7459,0,1,0,0,0,0,0,0
7460,0,0,0,0,1,0,0,0
7461,1,0,0,0,0,0,0,0
7462,1,0,0,0,0,0,0,0
7463,1,0,0,0,0,0,0,0
7464,0,0,1,0,0,0,0,0
7465,1,0,0,0,0,0,0,0
7466,1,0,0,0,0,0,0,0
7467,0,1,0,0,0,0,0,0
7468,0,0,0,1,0,0,0,0
7469,1,0,0,0,0,0,0,0
7470,1,0,0,0,0,0,0,0
7471,1,0,0,0,0,0,0,0
7472,0,0,1,0,0,0,0,0
7473,1,0,0,0,0,0,0,0
7474,0,0,0,0,1,0,0,0
7475,0,0,0,0,1,0,0,0
7476,1,0,0,0,0,0,0,0
7477,1,0,0,0,0,0,0,0
7478,1,0,0,0,0,0,0,0
7479,0,0,0,0,1,0,0,0
7480,0,0,1,0,0,0,0,0
7481,0,0,0,1,0,0,0,0
7482,1,0,0,0,0,0,0,0
7483,1,0,0,0,0,0,0,0
7484,1,0,0,0,0,0,0,0
7485,1,0,0,0,0,0,0,0
7486,1,0,0,0,0,0,0,0
7487,1,0,0,0,0,0,0,0
7488,1,0,0,0,0,0,0,0
7489,0,0,1,0,0,0,0,0
7490,0,0,0,0,1,0,0,0
7491,1,0,0,0,0,0,0,0
7492,0,0,0,1,0,0,0,0
7493,0,0,1,0,0,0,0,0
7494,0,0,0,1,0,0,0,0
7495,1,0,0,0,0,0,0,0
7496,1,0,0,0,0,0,0,0
7497,0,1,0,0,0,0,0,0
7498,0,0,1,0,0,0,0,0
7499,0,0,0,0,1,0,0,0
7500,1,0,0,0,0,0,0,0
7501,0,0,1,0,0,0,0,0
7502,1,0,0,0,0,0,0,0
7503,0,0,0,0,1,0,0,0
7504,1,0,0,0,0,0,0,0
7505,0,0,1,0,0,0,0,0
7506,0,0,0,1,0,0,0,0
7507,1,0,0,0,0,0,0,0
7508,0,1,0,0,0,0,0,0
7509,1,0,0,0,0,0,0,0
7510,0,0,1,0,0,0,0,0
7511,0,0,0,1,0,0,0,0
7512,0,0,0,1,0,0,0,0
7513,1,0,0,0,0,0,0,0
7514,1,0,0,0,0,0,0,0
7515,1,0,0,0,0,0,0,0
7516,0,0,0,1,0,0,0,0
7517,1,0,0,0,0,0,0,0
7518,1,0,0,0,0,0,0,0
7519,1,0,0,0,0,0,0,0
7520,1,0,0,0,0,0,0,0
7521,1,0,0,0,0,0,0,0
7522,1,0,0,0,0,0,0,0
7523,1,0,0,0,0,0,0,0
7524,0,0,1,0,0,0,0,0
7525,1,0,0,0,0,0,0,0
7526,1,0,0,0,0,0,0,0
7527,0,1,0,0,0,0,0,0
7528,1,0,0,0,0,0,0,0
7529,1,0,0,0,0,0,0,0
7530,1,0,0,0,0,0,0,0
7531,1,0,0,0,0,0,0,0
7532,1,0,0,0,0,0,0,0
7533,0,0,1,0,0,0,0,0
7534,0,0,0,0,1,0,0,0
7535,1,0,0,0,0,0,0,0
7536,1,0,0,0,0,0,0,0
7537,1,0,0,0,0,0,0,0
7538,0,1,0,0,0,0,0,0
7539,1,0,0,0,0,0,0,0
7540,0,0,1,0,0,0,0,0
7541,1,0,0,0,0,0,0,0
7542,1,0,0,0,0,0,0,0
7543,0,1,0,0,0,0,0,0
7544,1,0,0,0,0,0,0,0
7545,1,0,0,0,0,0,0,0
7546,1,0,0,0,0,0,0,0
7547,0,0,0,1,0,0,0,0
7548,0,0,0,1,0,0,0,0
7549,0,0,0,0,1,0,0,0
7550,0,0,0,0,1,0,0,0
7551,0,0,1,0,0,0,0,0
7552,1,0,0,0,0,0,0,0
7553,0,0,0,0,0,0,1,0
7554,1,0,0,0,0,0,0,0
7555,0,0,0,1,0,0,0,0
7556,1,0,0,0,0,0,0,0
7557,1,0,0,0,0,0,0,0
7558,1,0,0,0,0,0,0,0
7559,1,0,0,0,0,0,0,0
7560,1,0,0,0,0,0,0,0
7561,1,0,0,0,0,0,0,0
7562,1,0,0,0,0,0,0,0
7563,1,0,0,0,0,0,0,0
7564,1,0,0,0,0,0,0,0
7565,0,0,1,0,0,0,0,0
7566,1,0,0,0,0,0,0,0
7567,0,0,0,0,1,0,0,0
7568,0,0,1,0,0,0,0,0
7569,1,0,0,0,0,0,0,0
7570,1,0,0,0,0,0,0,0
7571,1,0,0,0,0,0,0,0
7572,1,0,0,0,0,0,0,0
7573,1,0,0,0,0,0,0,0
7574,1,0,0,0,0,0,0,0
7575,0,0,1,0,0,0,0,0
7576,0,0,0,0,1,0,0,0
7577,0,1,0,0,0,0,0,0
7578,1,0,0,0,0,0,0,0
7579,0,0,0,0,0,0,1,0
7580,1,0,0,0,0,0,0,0
7581,1,0,0,0,0,0,0,0
7582,0,1,0,0,0,0,0,0
7583,0,1,0,0,0,0,0,0
7584,0,0,0,0,1,0,0,0
7585,1,0,0,0,0,0,0,0
7586,1,0,0,0,0,0,0,0
7587,1,0,0,0,0,0,0,0
7588,0,0,1,0,0,0,0,0
7589,1,0,0,0,0,0,0,0
7590,1,0,0,0,0,0,0,0
7591,0,0,1,0,0,0,0,0
7592,0,0,0,1,0,0,0,0
7593,1,0,0,0,0,0,0,0
7594,1,0,0,0,0,0,0,0
7595,1,0,0,0,0,0,0,0
7596,0,0,0,1,0,0,0,0
7597,1,0,0,0,0,0,0,0
7598,1,0,0,0,0,0,0,0
7599,0,0,0,1,0,0,0,0
7600,1,0,0,0,0,0,0,0
7601,1,0,0,0,0,0,0,0
7602,1,0,0,0,0,0,0,0
7603,0,0,0,0,1,0,0,0
7604,0,0,1,0,0,0,0,0
7605,1,0,0,0,0,0,0,0
7606,1,0,0,0,0,0,0,0
7607,0,0,0,1,0,0,0,0
7608,1,0,0,0,0,0,0,0
7609,1,0,0,0,0,0,0,0
7610,0,0,0,1,0,0,0,0
7611,1,0,0,0,0,0,0,0
7612,0,0,0,1,0,0,0,0
7613,0,1,0,0,0,0,0,0
7614,1,0,0,0,0,0,0,0
7615,1,0,0,0,0,0,0,0
7616,0,0,0,1,0,0,0,0
7617,1,0,0,0,0,0,0,0
7618,0,0,0,0,1,0,0,0
7619,0,1,0,0,0,0,0,0
7620,0,0,1,0,0,0,0,0
7621,1,0,0,0,0,0,0,0
7622,1,0,0,0,0,0,0,0
7623,0,0,0,1,0,0,0,0
7624,1,0,0,0,0,0,0,0
7625,1,0,0,0,0,0,0,0
7626,0,0,1,0,0,0,0,0
7627,1,0,0,0,0,0,0,0
7628,1,0,0,0,0,0,0,0
7629,0,0,0,0,0,0,1,0
7630,1,0,0,0,0,0,0,0
7631,1,0,0,0,0,0,0,0
7632,0,0,0,1,0,0,0,0
7633,1,0,0,0,0,0,0,0
7634,0,0,1,0,0,0,0,0
7635,0,1,0,0,0,0,0,0
7636,1,0,0,0,0,0,0,0
7637,0,0,0,0,1,0,0,0
7638,1,0,0,0,0,0,0,0
7639,1,0,0,0,0,0,0,0
7640,1,0,0,0,0,0,0,0
7641,1,0,0,0,0,0,0,0
7642,0,0,0,1,0,0,0,0
7643,1,0,0,0,0,0,0,0
7644,0,0,0,0,0,0,1,0
7645,0,0,0,1,0,0,0,0
7646,1,0,0,0,0,0,0,0
7647,0,0,1,0,0,0,0,0
7648,0,0,0,0,1,0,0,0
7649,1,0,0,0,0,0,0,0
7650,1,0,0,0,0,0,0,0
7651,1,0,0,0,0,0,0,0
7652,0,1,0,0,0,0,0,0
7653,1,0,0,0,0,0,0,0
7654,1,0,0,0,0,0,0,0
7655,1,0,0,0,0,0,0,0
7656,0,0,1,0,0,0,0,0
7657,0,0,1,0,0,0,0,0
7658,1,0,0,0,0,0,0,0
7659,1,0,0,0,0,0,0,0
7660,1,0,0,0,0,0,0,0
7661,1,0,0,0,0,0,0,0
7662,0,0,0,0,0,0,1,0
7663,0,0,0,0,1,0,0,0
7664,1,0,0,0,0,0,0,0
7665,0,0,0,0,0,1,0,0
7666,0,0,0,1,0,0,0,0
7667,0,0,1,0,0,0,0,0
7668,0,0,1,0,0,0,0,0
7669,0,0,1,0,0,0,0,0
7670,0,0,1,0,0,0,0,0
7671,1,0,0,0,0,0,0,0
7672,1,0,0,0,0,0,0,0
7673,0,0,1,0,0,0,0,0
7674,0,0,0,0,1,0,0,0
7675,0,0,0,0,1,0,0,0
7676,0,0,1,0,0,0,0,0
7677,1,0,0,0,0,0,0,0
7678,0,0,1,0,0,0,0,0
7679,1,0,0,0,0,0,0,0
7680,0,0,0,1,0,0,0,0
7681,0,0,0,0,1,0,0,0
7682,1,0,0,0,0,0,0,0
7683,1,0,0,0,0,0,0,0
7684,1,0,0,0,0,0,0,0
7685,1,0,0,0,0,0,0,0
7686,0,0,1,0,0,0,0,0
7687,1,0,0,0,0,0,0,0
7688,1,0,0,0,0,0,0,0
7689,0,0,0,0,1,0,0,0
7690,0,1,0,0,0,0,0,0
7691,0,0,0,1,0,0,0,0
7692,1,0,0,0,0,0,0,0
7693,1,0,0,0,0,0,0,0
7694,0,0,0,1,0,0,0,0
7695,0,0,1,0,0,0,0,0
7696,0,0,0,0,1,0,0,0
7697,1,0,0,0,0,0,0,0
7698,1,0,0,0,0,0,0,0
7699,1,0,0,0,0,0,0,0
7700,0,0,0,1,0,0,0,0
7701,1,0,0,0,0,0,0,0
7702,0,0,0,0,1,0,0,0
7703,0,0,1,0,0,0,0,0
7704,1,0,0,0,0,0,0,0
7705,0,0,0,0,1,0,0,0
7706,1,0,0,0,0,0,0,0
7707,0,0,0,1,0,0,0,0
7708,0,0,0,0,1,0,0,0
7709,1,0,0,0,0,0,0,0
7710,1,0,0,0,0,0,0,0
7711,1,0,0,0,0,0,0,0
7712,1,0,0,0,0,0,0,0
7713,0,0,0,0,1,0,0,0
7714,1,0,0,0,0,0,0,0
7715,1,0,0,0,0,0,0,0
7716,1,0,0,0,0,0,0,0
7717,1,0,0,0,0,0,0,0
7718,1,0,0,0,0,0,0,0
7719,1,0,0,0,0,0,0,0
7720,0,1,0,0,0,0,0,0
7721,0,0,0,0,0,0,1,0
7722,0,1,0,0,0,0,0,0
7723,1,0,0,0,0,0,0,0
7724,0,0,0,1,0,0,0,0
7725,0,0,0,1,0,0,0,0
7726,1,0,0,0,0,0,0,0
7727,1,0,0,0,0,0,0,0
7728,1,0,0,0,0,0,0,0
7729,0,0,1,0,0,0,0,0
7730,1,0,0,0,0,0,0,0
7731,1,0,0,0,0,0,0,0
7732,1,0,0,0,0,0,0,0
7733,1,0,0,0,0,0,0,0
7734,1,0,0,0,0,0,0,0
7735,0,0,1,0,0,0,0,0
7736,1,0,0,0,0,0,0,0
7737,1,0,0,0,0,0,0,0
7738,0,0,1,0,0,0,0,0
7739,0,0,0,1,0,0,0,0
7740,1,0,0,0,0,0,0,0
7741,1,0,0,0,0,0,0,0
7742,1,0,0,0,0,0,0,0
7743,1,0,0,0,0,0,0,0
7744,1,0,0,0,0,0,0,0
7745,1,0,0,0,0,0,0,0
7746,1,0,0,0,0,0,0,0
7747,1,0,0,0,0,0,0,0
7748,1,0,0,0,0,0,0,0
7749,1,0,0,0,0,0,0,0
7750,1,0,0,0,0,0,0,0
7751,1,0,0,0,0,0,0,0
7752,1,0,0,0,0,0,0,0
7753,1,0,0,0,0,0,0,0
7754,0,0,1,0,0,0,0,0
7755,0,0,0,0,0,0,1,0
7756,1,0,0,0,0,0,0,0
7757,0,0,1,0,0,0,0,0
7758,0,0,0,0,1,0,0,0
7759,1,0,0,0,0,0,0,0
7760,0,0,0,0,0,0,1,0
7761,1,0,0,0,0,0,0,0
7762,0,0,1,0,0,0,0,0
7763,0,1,0,0,0,0,0,0
7764,1,0,0,0,0,0,0,0
7765,1,0,0,0,0,0,0,0
7766,0,0,1,0,0,0,0,0
7767,1,0,0,0,0,0,0,0
7768,1,0,0,0,0,0,0,0
7769,0,0,0,1,0,0,0,0
7770,0,0,1,0,0,0,0,0
7771,0,1,0,0,0,0,0,0
7772,0,0,0,1,0,0,0,0
7773,1,0,0,0,0,0,0,0
7774,1,0,0,0,0,0,0,0
7775,1,0,0,0,0,0,0,0
7776,0,0,0,1,0,0,0,0
7777,0,0,1,0,0,0,0,0
7778,1,0,0,0,0,0,0,0
7779,1,0,0,0,0,0,0,0
7780,1,0,0,0,0,0,0,0
7781,1,0,0,0,0,0,0,0
7782,1,0,0,0,0,0,0,0
7783,1,0,0,0,0,0,0,0
7784,1,0,0,0,0,0,0,0
7785,0,0,1,0,0,0,0,0
7786,0,0,0,0,1,0,0,0
7787,0,0,0,0,1,0,0,0
7788,0,0,1,0,0,0,0,0
7789,1,0,0,0,0,0,0,0
7790,0,0,0,1,0,0,0,0
7791,1,0,0,0,0,0,0,0
7792,1,0,0,0,0,0,0,0
7793,0,0,0,0,1,0,0,0
7794,1,0,0,0,0,0,0,0
7795,1,0,0,0,0,0,0,0
7796,0,0,0,0,1,0,0,0
7797,1,0,0,0,0,0,0,0
7798,1,0,0,0,0,0,0,0
7799,0,0,0,1,0,0,0,0
7800,0,1,0,0,0,0,0,0
7801,1,0,0,0,0,0,0,0
7802,0,1,0,0,0,0,0,0
7803,1,0,0,0,0,0,0,0
7804,1,0,0,0,0,0,0,0
7805,0,0,0,0,0,0,1,0
7806,1,0,0,0,0,0,0,0
7807,1,0,0,0,0,0,0,0
7808,1,0,0,0,0,0,0,0
7809,1,0,0,0,0,0,0,0
7810,0,0,0,0,1,0,0,0
7811,1,0,0,0,0,0,0,0
7812,1,0,0,0,0,0,0,0
7813,0,0,0,1,0,0,0,0
7814,0,0,0,0,1,0,0,0
7815,1,0,0,0,0,0,0,0
7816,1,0,0,0,0,0,0,0
7817,0,0,1,0,0,0,0,0
7818,1,0,0,0,0,0,0,0
7819,1,0,0,0,0,0,0,0
7820,0,0,0,0,0,0,1,0
7821,0,1,0,0,0,0,0,0
7822,1,0,0,0,0,0,0,0
7823,1,0,0,0,0,0,0,0
7824,1,0,0,0,0,0,0,0
7825,0,0,1,0,0,0,0,0
7826,1,0,0,0,0,0,0,0
7827,0,0,0,0,0,0,1,0
7828,1,0,0,0,0,0,0,0
7829,0,0,1,0,0,0,0,0
7830,1,0,0,0,0,0,0,0
7831,1,0,0,0,0,0,0,0
7832,0,0,1,0,0,0,0,0
7833,1,0,0,0,0,0,0,0
7834,1,0,0,0,0,0,0,0
7835,1,0,0,0,0,0,0,0
7836,1,0,0,0,0,0,0,0
7837,0,0,1,0,0,0,0,0
7838,1,0,0,0,0,0,0,0
7839,1,0,0,0,0,0,0,0
7840,1,0,0,0,0,0,0,0
7841,1,0,0,0,0,0,0,0
7842,1,0,0,0,0,0,0,0
7843,0,1,0,0,0,0,0,0
7844,1,0,0,0,0,0,0,0
7845,0,0,0,1,0,0,0,0
7846,0,0,0,0,1,0,0,0
7847,1,0,0,0,0,0,0,0
7848,0,0,1,0,0,0,0,0
7849,1,0,0,0,0,0,0,0
7850,1,0,0,0,0,0,0,0
7851,0,0,1,0,0,0,0,0
7852,0,0,1,0,0,0,0,0
7853,0,0,0,0,1,0,0,0
7854,0,0,1,0,0,0,0,0
7855,1,0,0,0,0,0,0,0
7856,1,0,0,0,0,0,0,0
7857,1,0,0,0,0,0,0,0
7858,1,0,0,0,0,0,0,0
7859,1,0,0,0,0,0,0,0
7860,1,0,0,0,0,0,0,0
7861,1,0,0,0,0,0,0,0
7862,1,0,0,0,0,0,0,0
7863,0,0,1,0,0,0,0,0
7864,1,0,0,0,0,0,0,0
7865,0,0,1,0,0,0,0,0
7866,0,0,1,0,0,0,0,0
7867,1,0,0,0,0,0,0,0
7868,1,0,0,0,0,0,0,0
7869,0,0,0,0,1,0,0,0
7870,1,0,0,0,0,0,0,0
7871,1,0,0,0,0,0,0,0
7872,0,0,0,1,0,0,0,0
7873,0,0,0,0,0,0,1,0
7874,0,0,0,1,0,0,0,0
7875,0,0,0,1,0,0,0,0
7876,1,0,0,0,0,0,0,0
7877,1,0,0,0,0,0,0,0
7878,0,0,1,0,0,0,0,0
7879,1,0,0,0,0,0,0,0
